datetime,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Sky Cover,day_of_year_sin,day_of_year_cos,hour_sin,hour_cos
2025-05-01 00:00:00,1.0,0.7503276568503032,78.33333333333333,-0.0016423407505083247,92.33333333333333,0.0,29.0,0.8020565262229077,0.8717063187093218,-0.4900286664290592,0.25881904510252074,0.9659258262890683
2025-05-01 03:00:00,1.0,0.24936200940772055,89.33333333333333,97.57386366501152,58.666666666666664,13.333333333333334,29.0,1.8663822502136596,0.8717063187093218,-0.4900286664290592,0.8660254037844386,0.5000000000000001
2025-05-01 06:00:00,0.0,0.46662612108306895,80.0,59.9918756504629,84.66666666666667,10.0,29.0,0.8618295210819733,0.8717063187093218,-0.4900286664290592,0.9659258262890683,-0.25881904510252063
2025-05-01 09:00:00,0.0,0.9161304811017682,78.33333333333333,29.970231003879945,89.0,5.333333333333333,29.0,1.001236404496158,0.8717063187093218,-0.4900286664290592,0.49999999999999994,-0.8660254037844387
2025-05-01 12:00:00,0.0,0.6679526030448761,78.66666666666667,30.00142164197868,86.0,4.333333333333333,29.0,0.4340011885355626,0.8717063187093218,-0.4900286664290592,-0.2588190451025208,-0.9659258262890683
2025-05-01 15:00:00,0.0,0.8356713947555275,80.0,-0.001492108877869903,89.33333333333333,0.0,29.0,0.53473100200047,0.8717063187093218,-0.4900286664290592,-0.8660254037844385,-0.5000000000000004
2025-05-01 18:00:00,0.0,0.7503024412748837,82.0,108.65137827227572,78.33333333333333,6.333333333333333,29.0,0.7004343255530286,0.8717063187093218,-0.4900286664290592,-0.9659258262890684,0.2588190451025203
2025-05-01 21:00:00,1.0,0.08765460049965801,83.66666666666667,82.46384371637272,78.33333333333333,7.333333333333333,29.0,1.0284737513851858,0.8717063187093218,-0.4900286664290592,-0.5000000000000004,0.8660254037844384
2025-05-02 00:00:00,0.0,0.7497254968027167,80.66666666666667,103.58031779996014,86.0,5.0,29.0,1.9543720672259572,0.8631421280499114,-0.5049610547215204,0.25881904510252074,0.9659258262890683
2025-05-02 03:00:00,0.0,0.8314947050394008,82.66666666666667,67.48892995671594,80.33333333333333,7.333333333333333,29.0,0.33503852478133944,0.8631421280499114,-0.5049610547215204,0.8660254037844386,0.5000000000000001
2025-05-02 06:00:00,1.0,0.33234431253887886,77.66666666666667,67.48350730403568,87.66666666666667,4.333333333333333,29.0,0.0010122892927550422,0.8631421280499114,-0.5049610547215204,0.9659258262890683,-0.25881904510252063
2025-05-02 09:00:00,0.0,0.5299009602615692,83.0,89.99036796008944,73.33333333333333,7.666666666666667,29.0,0.001462516824673466,0.8631421280499114,-0.5049610547215204,0.49999999999999994,-0.8660254037844387
2025-05-02 12:00:00,0.0,0.5828537940670738,81.33333333333333,67.48213231523037,79.33333333333333,5.666666666666667,29.0,0.16713497168782257,0.8631421280499114,-0.5049610547215204,-0.2588190451025208,-0.9659258262890683
2025-05-02 15:00:00,0.0,0.8313830123349429,85.0,97.49413690510539,70.66666666666667,10.333333333333334,29.0,0.2674485926090193,0.8631421280499114,-0.5049610547215204,-0.8660254037844385,-0.5000000000000004
2025-05-02 18:00:00,0.0,0.750875156498096,76.33333333333333,29.97491955358055,89.66666666666667,2.0,29.0,0.0016085063052236831,0.8631421280499114,-0.5049610547215204,-0.9659258262890684,0.2588190451025203
2025-05-02 21:00:00,1.0,0.15571355603388914,85.66666666666667,97.50369053465424,72.0,13.0,29.0,0.16727659843353912,0.8631421280499114,-0.5049610547215204,-0.5000000000000004,0.8660254037844384
2025-05-03 00:00:00,0.0,1.001735665192774,76.33333333333333,37.48548530721994,88.0,2.0,29.0,1.0012548739237974,0.854322169749827,-0.5197438121555155,0.25881904510252074,0.9659258262890683
2025-05-03 03:00:00,1.0,0.47951528003144606,85.66666666666667,154.50076599195972,63.0,13.0,29.0,0.43380380278677805,0.854322169749827,-0.5197438121555155,0.8660254037844386,0.5000000000000001
2025-05-03 06:00:00,1.0,0.14557423355537918,78.0,30.00193396307519,82.0,5.333333333333333,29.0,0.0016119248238865523,0.854322169749827,-0.5197438121555155,0.9659258262890683,-0.25881904510252063
2025-05-03 09:00:00,1.0,0.25071420750785295,83.66666666666667,52.54134458925453,73.0,7.333333333333333,29.0,0.1666127073503814,0.854322169749827,-0.5197438121555155,0.49999999999999994,-0.8660254037844387
2025-05-03 12:00:00,1.0,0.4502590055773845,80.66666666666667,-0.00837615339952244,89.33333333333333,0.0,29.0,1.3341654166719492,0.854322169749827,-0.5197438121555155,-0.2588190451025208,-0.9659258262890683
2025-05-03 15:00:00,0.0,0.5841431860981655,80.0,0.008100578430909257,89.33333333333333,0.0,29.0,0.43346207581948826,0.854322169749827,-0.5197438121555155,-0.8660254037844385,-0.5000000000000004
2025-05-03 18:00:00,0.0,0.7510565618167907,80.33333333333333,67.49370109796371,78.66666666666667,5.0,29.0,1.0292788153973278,0.854322169749827,-0.5197438121555155,-0.9659258262890684,0.2588190451025203
2025-05-03 21:00:00,0.0,0.7491268870795694,80.66666666666667,60.01801678611781,79.0,10.0,29.0,0.5998009541146543,0.854322169749827,-0.5197438121555155,-0.5000000000000004,0.8660254037844384
2025-05-04 00:00:00,1.0,0.4036127618657418,83.66666666666667,67.50478489805899,70.66666666666667,4.666666666666667,29.0,0.6015510708608865,0.8452490573530633,-0.5343725582809786,0.25881904510252074,0.9659258262890683
2025-05-04 03:00:00,1.0,0.4144196224351063,77.0,67.5070533249304,85.0,4.0,29.0,1.13544292138085,0.8452490573530633,-0.5343725582809786,0.8660254037844386,0.5000000000000001
2025-05-04 06:00:00,0.0,0.8337894151571187,81.33333333333333,29.99741915316309,84.33333333333333,4.333333333333333,29.0,0.8005909794964331,0.8452490573530633,-0.5343725582809786,0.9659258262890683,-0.25881904510252063
2025-05-04 09:00:00,1.0,0.11225342508743291,88.0,74.99961519400502,67.33333333333333,12.666666666666666,29.0,0.26681750785456754,0.8452490573530633,-0.5343725582809786,0.49999999999999994,-0.8660254037844387
2025-05-04 12:00:00,1.0,0.3361153201745955,81.33333333333333,29.991557980683666,71.66666666666667,2.6666666666666665,29.0,0.800586308876753,0.8452490573530633,-0.5343725582809786,-0.2588190451025208,-0.9659258262890683
2025-05-04 15:00:00,0.0,1.004003430649004,78.0,30.015321625412344,92.33333333333333,2.0,29.0,0.1679395928524644,0.8452490573530633,-0.5343725582809786,-0.8660254037844385,-0.5000000000000004
2025-05-04 18:00:00,1.0,0.10169437953789803,79.33333333333333,37.49729891705912,76.0,4.0,29.0,0.16699487312435626,0.8452490573530633,-0.5343725582809786,-0.9659258262890684,0.2588190451025203
2025-05-04 21:00:00,1.0,0.24905635906555282,84.33333333333333,67.4947140552979,71.66666666666667,3.3333333333333335,29.0,0.5004364887896043,0.8452490573530633,-0.5343725582809786,-0.5000000000000004,0.8660254037844384
2025-05-05 00:00:00,0.0,0.9993528282097647,80.0,29.98454075127363,84.0,2.3333333333333335,29.0,0.8007303684555133,0.8359254794186372,-0.548842958284719,0.25881904510252074,0.9659258262890683
