datetime,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Sky Cover,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),day_of_year_sin,day_of_year_cos,hour_sin,hour_cos,Power Generated
2025-05-01 00:00:00,1.0,0.7503276568503032,78.33333333333333,-0.0016423407505083,0.8020565262229077,92.33333333333331,0.0,29.0,0.8717063187093218,-0.4900286664290592,0.2588190451025207,0.9659258262890684,1724.4208
2025-05-01 03:00:00,1.0,0.2493620094077205,89.33333333333333,97.57386366501152,1.86638225021366,58.66666666666666,13.333333333333334,29.0,0.8717063187093218,-0.4900286664290592,0.8660254037844386,0.5000000000000001,5225.98
2025-05-01 06:00:00,0.0,0.4666261210830689,80.0,59.9918756504629,0.8618295210819733,84.66666666666667,10.0,29.0,0.8717063187093218,-0.4900286664290592,0.9659258262890684,-0.2588190451025206,1681.541
2025-05-01 09:00:00,0.0,0.9161304811017682,78.33333333333333,29.970231003879945,1.001236404496158,89.0,5.333333333333333,29.0,0.8717063187093218,-0.4900286664290592,0.4999999999999999,-0.8660254037844387,7731.401
2025-05-01 12:00:00,0.0,0.6679526030448761,78.66666666666667,30.00142164197868,0.4340011885355626,86.0,4.333333333333333,29.0,0.8717063187093218,-0.4900286664290592,-0.2588190451025208,-0.9659258262890684,7225.2246
2025-05-01 15:00:00,0.0,0.8356713947555275,80.0,-0.0014921088778699,0.53473100200047,89.33333333333333,0.0,29.0,0.8717063187093218,-0.4900286664290592,-0.8660254037844385,-0.5000000000000004,7081.888
2025-05-01 18:00:00,0.0,0.7503024412748837,82.0,108.65137827227572,0.7004343255530286,78.33333333333333,6.333333333333333,29.0,0.8717063187093218,-0.4900286664290592,-0.9659258262890684,0.2588190451025203,-969.82446
2025-05-01 21:00:00,1.0,0.087654600499658,83.66666666666667,82.46384371637272,1.0284737513851858,78.33333333333333,7.333333333333333,29.0,0.8717063187093218,-0.4900286664290592,-0.5000000000000004,0.8660254037844384,10875.503
2025-05-02 00:00:00,0.0,0.7497254968027167,80.66666666666667,103.58031779996014,1.9543720672259568,86.0,5.0,29.0,0.8631421280499114,-0.5049610547215204,0.2588190451025207,0.9659258262890684,-56.40688
2025-05-02 03:00:00,0.0,0.8314947050394008,82.66666666666667,67.48892995671594,0.3350385247813394,80.33333333333333,7.333333333333333,29.0,0.8631421280499114,-0.5049610547215204,0.8660254037844386,0.5000000000000001,-578.77203
2025-05-02 06:00:00,1.0,0.3323443125388788,77.66666666666667,67.48350730403568,0.001012289292755,87.66666666666667,4.333333333333333,29.0,0.8631421280499114,-0.5049610547215204,0.9659258262890684,-0.2588190451025206,9784.432
